;Cluster;Nom_Cluster;Cluster_S;Nom_Cluster_Sol;Count_Cluster_S
20;0;ams monitoring alert node gn2532afis1 ;29;equipement joignable cloturon ;27
1;0;ams monitoring alert node gn2532afis1 ;1;service operationnel aucun maintenance curatif test correct validon bon fonctionnement service ;15
29;0;ams monitoring alert node gn2532afis1 ;47;lien bien joignable cloturon ticket ;15
12;0;ams monitoring alert node gn2532afis1 ;15;service operationnel suite reboot equipement test correct validon bon fonctionnement service ;12
5;0;ams monitoring alert node gn2532afis1 ;6;redemarrage le equipement fournir lien mpl ;9
46;1;perte connexion fgt site fr1892a ;22;service retablir suite redemarrage electrique routeur ;60
41;1;perte connexion fgt site fr1892a ;15;service operationnel suite reboot equipement test correct validon bon fonctionnement service ;26
62;1;perte connexion fgt site fr1892a ;45;redemarrage le equipement fournir lien mpl bon fonctionnement reseau etre valider client ;26
34;1;perte connexion fgt site fr1892a ;6;redemarrage le equipement fournir lien mpl ;20
32;1;perte connexion fgt site fr1892a ;3;coupure electrique ;19
77;2;airbus elancourt confirmation rmer axians spie ;13;pb regler ;92
106;2;airbus elancourt confirmation rmer axians spie ;49;service retablir bagottemer trop rapide alarme n avoir temp d etre  clearer   dans sup ;82
80;2;airbus elancourt confirmation rmer axians spie ;16;mauvais definition de un objet concentrateur suite modification sup le australie ;76
98;2;airbus elancourt confirmation rmer axians spie ;39;nom ;49
69;2;airbus elancourt confirmation rmer axians spie ;4;perimetr ;46
117;3;probleme internet ;20;site nouveau operationnelle ;12
115;3;probleme internet ;16;mauvais definition de un objet concentrateur suite modification sup le australie ;9
110;3;probleme internet ;8;defaut serveur nagios axian ;8
112;3;probleme internet ;13;pb regler ;7
127;3;probleme internet ;37;resolu ;6
134;4;ams monitoring alert node ma2843afis1 ;1;service operationnel aucun maintenance curatif test correct validon bon fonctionnement service ;52
146;4;ams monitoring alert node ma2843afis1 ;15;service operationnel suite reboot equipement test correct validon bon fonctionnement service ;47
150;4;ams monitoring alert node ma2843afis1 ;20;site nouveau operationnelle ;44
159;4;ams monitoring alert node ma2843afis1 ;29;equipement joignable cloturon ;39
173;4;ams monitoring alert node ma2843afis1 ;47;lien bien joignable cloturon ticket ;32
207;5;demande support ;49;service retablir bagottemer trop rapide alarme n avoir temp d etre  clearer   dans sup ;19
194;5;demande support ;33;demande traiter ;14
203;5;demande support ;43;remplacement power injector ;13
191;5;demande support ;23;client ;12
185;5;demande support ;13;pb regler ;10
218;6;probleme connexion distanc ;16;mauvais definition de un objet concentrateur suite modification sup le australie ;57
215;6;probleme connexion distanc ;13;pb regler ;38
240;6;probleme connexion distanc ;49;service retablir bagottemer trop rapide alarme n avoir temp d etre  clearer   dans sup ;32
219;6;probleme connexion distanc ;20;site nouveau operationnelle ;20
210;6;probleme connexion distanc ;4;perimetr ;18
264;7;probleme switch ;43;remplacement power injector ;29
251;7;probleme switch ;16;mauvais definition de un objet concentrateur suite modification sup le australie ;14
260;7;probleme switch ;36;erreur sup ;14
248;7;probleme switch ;13;pb regler ;11
261;7;probleme switch ;37;resolu ;9
294;8;modem cxr hs ;43;remplacement power injector ;46
297;8;modem cxr hs ;46;validation supervision ;41
283;8;modem cxr hs ;26;suite projet remplacement switch hs switch dell procedon clotur dossier passon equipement mute alerte concerner informer planning deploiemer ;20
278;8;modem cxr hs ;20;site nouveau operationnelle ;19
289;8;modem cxr hs ;36;erreur sup ;19
313;9;data center courbevoie sur sev2 c19726611 notification suivre ;38;ferme sfr ;21
300;9;data center courbevoie sur sev2 c19726611 notification suivre ;2;cloture dossier ;11
306;9;data center courbevoie sur sev2 c19726611 notification suivre ;17;cloture ;4
301;9;data center courbevoie sur sev2 c19726611 notification suivre ;4;perimetr ;3
299;9;data center courbevoie sur sev2 c19726611 notification suivre ;0;site ok ;2
328;10;advitam bascule ;13;pb regler ;108
356;10;advitam bascule ;49;service retablir bagottemer trop rapide alarme n avoir temp d etre  clearer   dans sup ;92
331;10;advitam bascule ;16;mauvais definition de un objet concentrateur suite modification sup le australie ;67
320;10;advitam bascule ;4;perimetr ;62
347;10;advitam bascule ;39;nom ;58
369;11;message meets alert condition ;20;site nouveau operationnelle ;17
389;11;message meets alert condition ;48;site ok cloture ;17
362;11;message meets alert condition ;10;clotur stabilite lien ;9
363;11;message meets alert condition ;11;we have been advised about the rfo  avoir flap of fiber link between 2 supplier backbone router lead to crash of vpl routing service were switched to backup router and are now normalized  ;9
380;11;message meets alert condition ;35;situation nominal ;9
416;12;borne wifi kerio hs ;44;remplacemer switch ;42
415;12;borne wifi kerio hs ;43;remplacement power injector ;38
411;12;borne wifi kerio hs ;36;erreur sup ;36
397;12;borne wifi kerio hs ;13;pb regler ;16
418;12;borne wifi kerio hs ;46;validation supervision ;14
445;13;probleme licence switch ;43;remplacement power injector ;28
448;13;probleme licence switch ;46;validation supervision ;18
442;13;probleme licence switch ;36;erreur sup ;17
430;13;probleme licence switch ;13;pb regler ;16
449;13;probleme licence switch ;49;service retablir bagottemer trop rapide alarme n avoir temp d etre  clearer   dans sup ;16
480;14;cmer cgm france marseille quer de arenc cisco support required ;49;service retablir bagottemer trop rapide alarme n avoir temp d etre  clearer   dans sup ;35
459;14;cmer cgm france marseille quer de arenc cisco support required ;13;pb regler ;25
453;14;cmer cgm france marseille quer de arenc cisco support required ;4;perimetr ;17
461;14;cmer cgm france marseille quer de arenc cisco support required ;16;mauvais definition de un objet concentrateur suite modification sup le australie ;17
462;14;cmer cgm france marseille quer de arenc cisco support required ;20;site nouveau operationnelle ;14
491;15;wifi le hotel ;16;mauvais definition de un objet concentrateur suite modification sup le australie ;19
489;15;wifi le hotel ;13;pb regler ;12
483;15;wifi le hotel ;4;perimetr ;11
497;15;wifi le hotel ;26;suite projet remplacement switch hs switch dell procedon clotur dossier passon equipement mute alerte concerner informer planning deploiemer ;8
503;15;wifi le hotel ;37;resolu ;8
524;16;2 switch hs ;36;erreur sup ;11
526;16;2 switch hs ;43;remplacement power injector ;10
529;16;2 switch hs ;46;validation supervision ;10
513;16;2 switch hs ;4;perimetr ;9
530;16;2 switch hs ;49;service retablir bagottemer trop rapide alarme n avoir temp d etre  clearer   dans sup ;6
545;17;ams monitoring alert ;15;service operationnel suite reboot equipement test correct validon bon fonctionnement service ;354
557;17;ams monitoring alert ;29;equipement joignable cloturon ;208
562;17;ams monitoring alert ;35;situation nominal ;199
572;17;ams monitoring alert ;47;lien bien joignable cloturon ticket ;198
537;17;ams monitoring alert ;6;redemarrage le equipement fournir lien mpl ;192
594;18;rt down ;28;equipemer retablir ;95
586;18;rt down ;15;service operationnel suite reboot equipement test correct validon bon fonctionnement service ;46
589;18;rt down ;22;service retablir suite redemarrage electrique routeur ;35
595;18;rt down ;29;equipement joignable cloturon ;35
575;18;rt down ;1;service operationnel aucun maintenance curatif test correct validon bon fonctionnement service ;34
623;19;fra griege avoir sfr down ;16;mauvais definition de un objet concentrateur suite modification sup le australie ;12
625;19;fra griege avoir sfr down ;20;site nouveau operationnelle ;9
641;19;fra griege avoir sfr down ;45;redemarrage le equipement fournir lien mpl bon fonctionnement reseau etre valider client ;9
622;19;fra griege avoir sfr down ;15;service operationnel suite reboot equipement test correct validon bon fonctionnement service ;8
636;19;fra griege avoir sfr down ;37;resolu ;8
668;20;alerte licence ;49;service retablir bagottemer trop rapide alarme n avoir temp d etre  clearer   dans sup ;14
662;20;alerte licence ;39;nom ;10
664;20;alerte licence ;43;remplacement power injector ;8
658;20;alerte licence ;26;suite projet remplacement switch hs switch dell procedon clotur dossier passon equipement mute alerte concerner informer planning deploiemer ;7
661;20;alerte licence ;37;resolu ;7
686;21;pbl vpn ;20;site nouveau operationnelle ;41
673;21;pbl vpn ;4;perimetr ;31
681;21;pbl vpn ;13;pb regler ;29
701;21;pbl vpn ;37;resolu ;29
684;21;pbl vpn ;16;mauvais definition de un objet concentrateur suite modification sup le australie ;26
720;22;demande rma ;33;demande traiter ;6
725;22;demande rma ;49;service retablir bagottemer trop rapide alarme n avoir temp d etre  clearer   dans sup ;5
722;22;demande rma ;37;resolu ;4
716;22;demande rma ;13;pb regler ;2
717;22;demande rma ;16;mauvais definition de un objet concentrateur suite modification sup le australie ;2
753;23;reponse ;45;redemarrage le equipement fournir lien mpl bon fonctionnement reseau etre valider client ;24
751;23;reponse ;40;service stable equipement bien remonter supervision validon bon retour service procedon clotur ticket ;23
733;23;reponse ;10;clotur stabilite lien ;22
741;23;reponse ;20;site nouveau operationnelle ;17
756;23;reponse ;48;site ok cloture ;14
763;24;problem business proces infra lan v2 zone mole critical ;13;pb regler ;17
765;24;problem business proces infra lan v2 zone mole critical ;20;site nouveau operationnelle ;9
773;24;problem business proces infra lan v2 zone mole critical ;39;nom ;9
759;24;problem business proces infra lan v2 zone mole critical ;4;perimetr ;8
764;24;problem business proces infra lan v2 zone mole critical ;16;mauvais definition de un objet concentrateur suite modification sup le australie ;7
795;25;lactalis informatique sur lactali sev3 sur c23766593 notification de ouverture de incident service sfr business ;38;ferme sfr ;244
790;25;lactalis informatique sur lactali sev3 sur c23766593 notification de ouverture de incident service sfr business ;32;notification clotur ;32
785;25;lactalis informatique sur lactali sev3 sur c23766593 notification de ouverture de incident service sfr business ;17;cloture ;30
787;25;lactalis informatique sur lactali sev3 sur c23766593 notification de ouverture de incident service sfr business ;23;client ;22
784;25;lactalis informatique sur lactali sev3 sur c23766593 notification de ouverture de incident service sfr business ;14;le incident etre resoudre le operateur ;21
817;26;rt down attent sfr ;45;redemarrage le equipement fournir lien mpl bon fonctionnement reseau etre valider client ;19
806;26;rt down attent sfr ;14;le incident etre resoudre le operateur ;9
807;26;rt down attent sfr ;15;service operationnel suite reboot equipement test correct validon bon fonctionnement service ;6
811;26;rt down attent sfr ;35;situation nominal ;6
808;26;rt down attent sfr ;20;site nouveau operationnelle ;5
837;27;borne repond ;36;erreur sup ;32
840;27;borne repond ;43;remplacement power injector ;25
844;27;borne repond ;49;service retablir bagottemer trop rapide alarme n avoir temp d etre  clearer   dans sup ;20
827;27;borne repond ;13;pb regler ;19
841;27;borne repond ;44;remplacemer switch ;19
864;28;message de erreur switch ;49;service retablir bagottemer trop rapide alarme n avoir temp d etre  clearer   dans sup ;12
860;28;message de erreur switch ;43;remplacement power injector ;9
849;28;message de erreur switch ;13;pb regler ;7
857;28;message de erreur switch ;37;resolu ;7
862;28;message de erreur switch ;46;validation supervision ;6
876;29;incider uccopia ;13;pb regler ;84
879;29;incider uccopia ;16;mauvais definition de un objet concentrateur suite modification sup le australie ;75
904;29;incider uccopia ;49;service retablir bagottemer trop rapide alarme n avoir temp d etre  clearer   dans sup ;71
893;29;incider uccopia ;37;resolu ;26
895;29;incider uccopia ;39;nom ;26
905;30;fw down ;1;service operationnel aucun maintenance curatif test correct validon bon fonctionnement service ;34
917;30;fw down ;15;service operationnel suite reboot equipement test correct validon bon fonctionnement service ;26
909;30;fw down ;6;redemarrage le equipement fournir lien mpl ;17
932;30;fw down ;35;situation nominal ;12
920;30;fw down ;20;site nouveau operationnelle ;11
973;31;coupure reseau ;45;redemarrage le equipement fournir lien mpl bon fonctionnement reseau etre valider client ;17
956;31;coupure reseau ;20;site nouveau operationnelle ;15
959;31;coupure reseau ;23;client ;9
960;31;coupure reseau ;24;doublon ;9
967;31;coupure reseau ;35;situation nominal ;9
988;32;connexion pc2010 caluir delta securite ko ;13;pb regler ;39
992;32;connexion pc2010 caluir delta securite ko ;20;site nouveau operationnelle ;30
1005;32;connexion pc2010 caluir delta securite ko ;37;resolu ;19
991;32;connexion pc2010 caluir delta securite ko ;16;mauvais definition de un objet concentrateur suite modification sup le australie ;15
1014;32;connexion pc2010 caluir delta securite ko ;49;service retablir bagottemer trop rapide alarme n avoir temp d etre  clearer   dans sup ;15
1024;33;probleme de antenne ;16;mauvais definition de un objet concentrateur suite modification sup le australie ;25
1026;33;probleme de antenne ;20;site nouveau operationnelle ;18
1045;33;probleme de antenne ;49;service retablir bagottemer trop rapide alarme n avoir temp d etre  clearer   dans sup ;18
1021;33;probleme de antenne ;13;pb regler ;17
1027;33;probleme de antenne ;21;lien operationnel connexion ok ;16
1066;34;lactalis informatique petit fayt sur sev1 c21119621 notification suivre de incident service sfr business ;38;ferme sfr ;218
1061;34;lactalis informatique petit fayt sur sev1 c21119621 notification suivre de incident service sfr business ;32;notification clotur ;27
1069;34;lactalis informatique petit fayt sur sev1 c21119621 notification suivre de incident service sfr business ;48;site ok cloture ;20
1046;34;lactalis informatique petit fayt sur sev1 c21119621 notification suivre de incident service sfr business ;0;site ok ;16
1048;34;lactalis informatique petit fayt sur sev1 c21119621 notification suivre de incident service sfr business ;4;perimetr ;15
1094;35;ap reserve hs ;46;validation supervision ;21
1091;35;ap reserve hs ;43;remplacement power injector ;20
1092;35;ap reserve hs ;44;remplacemer switch ;10
1089;35;ap reserve hs ;36;erreur sup ;8
1073;35;ap reserve hs ;6;redemarrage le equipement fournir lien mpl ;5
1108;36;coupur lien mpl ;15;service operationnel suite reboot equipement test correct validon bon fonctionnement service ;12
1111;36;coupur lien mpl ;20;site nouveau operationnelle ;10
1120;36;coupur lien mpl ;35;situation nominal ;10
1101;36;coupur lien mpl ;4;perimetr ;9
1105;36;coupur lien mpl ;10;clotur stabilite lien ;8
1134;37;attente client ;10;clotur stabilite lien ;19
1130;37;attente client ;2;cloture dossier ;7
1137;37;attente client ;15;service operationnel suite reboot equipement test correct validon bon fonctionnement service ;7
1136;37;attente client ;14;le incident etre resoudre le operateur ;5
1148;37;attente client ;40;service stable equipement bien remonter supervision validon bon retour service procedon clotur ticket ;4
1178;38;test ;42;test ;31
1176;38;test ;39;nom ;19
1160;38;test ;13;pb regler ;18
1184;38;test ;49;service retablir bagottemer trop rapide alarme n avoir temp d etre  clearer   dans sup ;14
1165;38;test ;20;site nouveau operationnelle ;13
1198;39;routeur down ;15;service operationnel suite reboot equipement test correct validon bon fonctionnement service ;60
1218;39;routeur down ;45;redemarrage le equipement fournir lien mpl bon fonctionnement reseau etre valider client ;57
1190;39;routeur down ;6;redemarrage le equipement fournir lien mpl ;38
1185;39;routeur down ;1;service operationnel aucun maintenance curatif test correct validon bon fonctionnement service ;33
1197;39;routeur down ;14;le incident etre resoudre le operateur ;13
1226;40;hcl uniha 10 250 0 43 ping is down at least 15 min ;6;redemarrage le equipement fournir lien mpl ;24
1230;40;hcl uniha 10 250 0 43 ping is down at least 15 min ;11;we have been advised about the rfo  avoir flap of fiber link between 2 supplier backbone router lead to crash of vpl routing service were switched to backup router and are now normalized  ;22
1233;40;hcl uniha 10 250 0 43 ping is down at least 15 min ;15;service operationnel suite reboot equipement test correct validon bon fonctionnement service ;21
1236;40;hcl uniha 10 250 0 43 ping is down at least 15 min ;20;site nouveau operationnelle ;17
1229;40;hcl uniha 10 250 0 43 ping is down at least 15 min ;10;clotur stabilite lien ;13
1277;41;station service injoignable ;46;validation supervision ;21
1260;41;station service injoignable ;13;pb regler ;20
1274;41;station service injoignable ;43;remplacement power injector ;16
1263;41;station service injoignable ;16;mauvais definition de un objet concentrateur suite modification sup le australie ;14
1255;41;station service injoignable ;4;perimetr ;8
1293;42;coupure intempestif ;20;site nouveau operationnelle ;24
1288;42;coupure intempestif ;13;pb regler ;14
1281;42;coupure intempestif ;4;perimetr ;11
1290;42;coupure intempestif ;15;service operationnel suite reboot equipement test correct validon bon fonctionnement service ;10
1306;42;coupure intempestif ;37;resolu ;8
1322;43;nerac stackcore chagen nerac axcsbdx sup sw i chagen 44 136392 0 336714 ;12;problem supervision ;64
1329;43;nerac stackcore chagen nerac axcsbdx sup sw i chagen 44 136392 0 336714 ;30;perte liaison vpn ;31
1330;43;nerac stackcore chagen nerac axcsbdx sup sw i chagen 44 136392 0 336714 ;34;erreur supervision ;20
1328;43;nerac stackcore chagen nerac axcsbdx sup sw i chagen 44 136392 0 336714 ;25;perte liaison operateur 30 minute ;12
1316;43;nerac stackcore chagen nerac axcsbdx sup sw i chagen 44 136392 0 336714 ;3;coupure electrique ;9
1340;44;ok ;8;defaut serveur nagios axian ;25
1339;44;ok ;6;redemarrage le equipement fournir lien mpl ;16
1349;44;ok ;20;site nouveau operationnelle ;16
1360;44;ok ;45;redemarrage le equipement fournir lien mpl bon fonctionnement reseau etre valider client ;12
1356;44;ok ;35;situation nominal ;11
1377;45;ams monitoring alert node vef mdm vc ep axians ;20;site nouveau operationnelle ;17
1388;45;ams monitoring alert node vef mdm vc ep axians ;35;situation nominal ;12
1370;45;ams monitoring alert node vef mdm vc ep axians ;10;clotur stabilite lien ;11
1397;45;ams monitoring alert node vef mdm vc ep axians ;48;site ok cloture ;11
1363;45;ams monitoring alert node vef mdm vc ep axians ;1;service operationnel aucun maintenance curatif test correct validon bon fonctionnement service ;10
1421;46;vitr sur sev1 c19726632 notification suivre ;38;ferme sfr ;110
1399;46;vitr sur sev1 c19726632 notification suivre ;0;site ok ;39
1423;46;vitr sur sev1 c19726632 notification suivre ;48;site ok cloture ;39
1400;46;vitr sur sev1 c19726632 notification suivre ;2;cloture dossier ;27
1420;46;vitr sur sev1 c19726632 notification suivre ;37;resolu ;15
1438;47;modification simple ligne internet hs ;20;site nouveau operationnelle ;21
1453;47;modification simple ligne internet hs ;37;resolu ;12
1427;47;modification simple ligne internet hs ;4;perimetr ;11
1433;47;modification simple ligne internet hs ;13;pb regler ;11
1437;47;modification simple ligne internet hs ;18;lien operationnel ;11
1501;48;ligne h ;45;redemarrage le equipement fournir lien mpl bon fonctionnement reseau etre valider client ;25
1496;48;ligne h ;37;resolu ;24
1480;48;ligne h ;20;site nouveau operationnelle ;22
1468;48;ligne h ;4;perimetr ;21
1475;48;ligne h ;13;pb regler ;20
1521;49;pann 1 ap orly rungi ;43;remplacement power injector ;45
1522;49;pann 1 ap orly rungi ;44;remplacemer switch ;30
1518;49;pann 1 ap orly rungi ;36;erreur sup ;21
1523;49;pann 1 ap orly rungi ;46;validation supervision ;15
1510;49;pann 1 ap orly rungi ;13;pb regler ;5
1525;50;down ;1;service operationnel aucun maintenance curatif test correct validon bon fonctionnement service ;1
1537;51;rt down contact injoignable ;15;service operationnel suite reboot equipement test correct validon bon fonctionnement service ;21
1555;51;rt down contact injoignable ;45;redemarrage le equipement fournir lien mpl bon fonctionnement reseau etre valider client ;9
1527;51;rt down contact injoignable ;3;coupure electrique ;8
1526;51;rt down contact injoignable ;1;service operationnel aucun maintenance curatif test correct validon bon fonctionnement service ;7
1530;51;rt down contact injoignable ;6;redemarrage le equipement fournir lien mpl ;6
1567;52;probleme ucopia ;16;mauvais definition de un objet concentrateur suite modification sup le australie ;46
1565;52;probleme ucopia ;13;pb regler ;34
1585;52;probleme ucopia ;49;service retablir bagottemer trop rapide alarme n avoir temp d etre  clearer   dans sup ;28
1558;52;probleme ucopia ;4;perimetr ;20
1561;52;probleme ucopia ;8;defaut serveur nagios axian ;17
1594;53;ams monitoring alert node tav hir w10 711c ;20;site nouveau operationnelle ;7
1606;53;ams monitoring alert node tav hir w10 711c ;48;site ok cloture ;7
1589;53;ams monitoring alert node tav hir w10 711c ;6;redemarrage le equipement fournir lien mpl ;6
1592;53;ams monitoring alert node tav hir w10 711c ;13;pb regler ;5
1593;53;ams monitoring alert node tav hir w10 711c ;15;service operationnel suite reboot equipement test correct validon bon fonctionnement service ;5
1619;54;maj controleur wifi aruba ;16;mauvais definition de un objet concentrateur suite modification sup le australie ;42
1638;54;maj controleur wifi aruba ;49;service retablir bagottemer trop rapide alarme n avoir temp d etre  clearer   dans sup ;34
1617;54;maj controleur wifi aruba ;13;pb regler ;22
1633;54;maj controleur wifi aruba ;43;remplacement power injector ;18
1630;54;maj controleur wifi aruba ;36;erreur sup ;17
1645;55;ams monitoring alert node rt fr carrier de condat chambon ;10;clotur stabilite lien ;7
1651;55;ams monitoring alert node rt fr carrier de condat chambon ;22;service retablir suite redemarrage electrique routeur ;6
1639;55;ams monitoring alert node rt fr carrier de condat chambon ;1;service operationnel aucun maintenance curatif test correct validon bon fonctionnement service ;5
1648;55;ams monitoring alert node rt fr carrier de condat chambon ;15;service operationnel suite reboot equipement test correct validon bon fonctionnement service ;4
1647;55;ams monitoring alert node rt fr carrier de condat chambon ;14;le incident etre resoudre le operateur ;3
1681;56;switch repondre ping ;36;erreur sup ;11
1684;56;switch repondre ping ;43;remplacement power injector ;11
1673;56;switch repondre ping ;20;site nouveau operationnelle ;10
1676;56;switch repondre ping ;26;suite projet remplacement switch hs switch dell procedon clotur dossier passon equipement mute alerte concerner informer planning deploiemer ;9
1688;56;switch repondre ping ;49;service retablir bagottemer trop rapide alarme n avoir temp d etre  clearer   dans sup ;9
1702;57;incider ucopia ;16;mauvais definition de un objet concentrateur suite modification sup le australie ;38
1699;57;incider ucopia ;13;pb regler ;36
1692;57;incider ucopia ;4;perimetr ;27
1703;57;incider ucopia ;20;site nouveau operationnelle ;27
1727;57;incider ucopia ;49;service retablir bagottemer trop rapide alarme n avoir temp d etre  clearer   dans sup ;25
1743;58;uniha chu grenobl n mi07 m 172 17 106 98 unit removed ;20;site nouveau operationnelle ;21
1731;58;uniha chu grenobl n mi07 m 172 17 106 98 unit removed ;4;perimetr ;19
1760;58;uniha chu grenobl n mi07 m 172 17 106 98 unit removed ;43;remplacement power injector ;18
1765;58;uniha chu grenobl n mi07 m 172 17 106 98 unit removed ;49;service retablir bagottemer trop rapide alarme n avoir temp d etre  clearer   dans sup ;17
1737;58;uniha chu grenobl n mi07 m 172 17 106 98 unit removed ;13;pb regler ;16
1780;59;modification simple ;20;site nouveau operationnelle ;9
1768;59;modification simple ;4;perimetr ;8
1769;59;modification simple ;6;redemarrage le equipement fournir lien mpl ;5
1771;59;modification simple ;8;defaut serveur nagios axian ;4
1781;59;modification simple ;23;client ;4
1820;60;lactalis informatique sur st just sur sev3 sur c24835072 notification de ouverture de incident service sfr business ;38;ferme sfr ;198
1824;60;lactalis informatique sur st just sur sev3 sur c24835072 notification de ouverture de incident service sfr business ;48;site ok cloture ;28
1807;60;lactalis informatique sur st just sur sev3 sur c24835072 notification de ouverture de incident service sfr business ;14;le incident etre resoudre le operateur ;17
1815;60;lactalis informatique sur st just sur sev3 sur c24835072 notification de ouverture de incident service sfr business ;32;notification clotur ;17
1801;60;lactalis informatique sur st just sur sev3 sur c24835072 notification de ouverture de incident service sfr business ;4;perimetr ;15
1850;61;alarme supervision pc2198 renage ethylotest ;34;erreur supervision ;42
1839;61;alarme supervision pc2198 renage ethylotest ;20;site nouveau operationnelle ;28
1828;61;alarme supervision pc2198 renage ethylotest ;4;perimetr ;13
1842;61;alarme supervision pc2198 renage ethylotest ;23;client ;13
1834;61;alarme supervision pc2198 renage ethylotest ;13;pb regler ;12
1879;62;pann reseau ;20;site nouveau operationnelle ;28
1877;62;pann reseau ;16;mauvais definition de un objet concentrateur suite modification sup le australie ;22
1899;62;pann reseau ;45;redemarrage le equipement fournir lien mpl bon fonctionnement reseau etre valider client ;15
1876;62;pann reseau ;15;service operationnel suite reboot equipement test correct validon bon fonctionnement service ;13
1902;62;pann reseau ;49;service retablir bagottemer trop rapide alarme n avoir temp d etre  clearer   dans sup ;12
1917;63;nok att client am monitoring alert ;20;site nouveau operationnelle ;31
1939;63;nok att client am monitoring alert ;48;site ok cloture ;23
1910;63;nok att client am monitoring alert ;9;liaison rester operationnel suite de un test connectiviter dossier clore ;21
1937;63;nok att client am monitoring alert ;45;redemarrage le equipement fournir lien mpl bon fonctionnement reseau etre valider client ;16
1931;63;nok att client am monitoring alert ;35;situation nominal ;15
1952;64;problem service alert opc nan check tunnel path is critical ;13;pb regler ;33
1957;64;problem service alert opc nan check tunnel path is critical ;20;site nouveau operationnelle ;28
1971;64;problem service alert opc nan check tunnel path is critical ;39;nom ;25
1961;64;problem service alert opc nan check tunnel path is critical ;24;doublon ;24
1967;64;problem service alert opc nan check tunnel path is critical ;35;situation nominal ;22
1996;65;site couper ;22;service retablir suite redemarrage electrique routeur ;47
1987;65;site couper ;10;clotur stabilite lien ;15
1994;65;site couper ;20;site nouveau operationnelle ;15
2014;65;site couper ;45;redemarrage le equipement fournir lien mpl bon fonctionnement reseau etre valider client ;14
1983;65;site couper ;6;redemarrage le equipement fournir lien mpl ;13
2030;66;ouverture port ;38;ferme sfr ;9
2027;66;ouverture port ;23;client ;5
2032;66;ouverture port ;48;site ok cloture ;3
2033;66;ouverture port ;49;service retablir bagottemer trop rapide alarme n avoir temp d etre  clearer   dans sup ;3
2019;66;ouverture port ;0;site ok ;1
2046;67;problem service alert fre mx240 w10 234j erreur system niveau alerte is warning ;20;site nouveau operationnelle ;19
2056;67;problem service alert fre mx240 w10 234j erreur system niveau alerte is warning ;35;situation nominal ;17
2038;67;problem service alert fre mx240 w10 234j erreur system niveau alerte is warning ;6;redemarrage le equipement fournir lien mpl ;12
2036;67;problem service alert fre mx240 w10 234j erreur system niveau alerte is warning ;3;coupure electrique ;9
2037;67;problem service alert fre mx240 w10 234j erreur system niveau alerte is warning ;4;perimetr ;8
2074;68;lenteur rd ;13;pb regler ;53
2077;68;lenteur rd ;16;mauvais definition de un objet concentrateur suite modification sup le australie ;43
2080;68;lenteur rd ;20;site nouveau operationnelle ;38
2094;68;lenteur rd ;39;nom ;27
2067;68;lenteur rd ;4;perimetr ;25
2124;69;demande de ouverture de incident ;38;ferme sfr ;149
2107;69;demande de ouverture de incident ;14;le incident etre resoudre le operateur ;17
2104;69;demande de ouverture de incident ;4;perimetr ;13
2126;69;demande de ouverture de incident ;48;site ok cloture ;8
2123;69;demande de ouverture de incident ;37;resolu ;7
2145;70;uniha chu grenobl 6509 ltp 192 168 111 253 down at least 5 min ;20;site nouveau operationnelle ;49
2133;70;uniha chu grenobl 6509 ltp 192 168 111 253 down at least 5 min ;6;redemarrage le equipement fournir lien mpl ;45
2159;70;uniha chu grenobl 6509 ltp 192 168 111 253 down at least 5 min ;37;resolu ;37
2157;70;uniha chu grenobl 6509 ltp 192 168 111 253 down at least 5 min ;35;situation nominal ;31
2138;70;uniha chu grenobl 6509 ltp 192 168 111 253 down at least 5 min ;11;we have been advised about the rfo  avoir flap of fiber link between 2 supplier backbone router lead to crash of vpl routing service were switched to backup router and are now normalized  ;22
2191;71;connexion to pc2018 amberieu scan ping failed profil pc2018 amberieu scan ;37;resolu ;30
2188;71;connexion to pc2018 amberieu scan ping failed profil pc2018 amberieu scan ;34;erreur supervision ;23
2179;71;connexion to pc2018 amberieu scan ping failed profil pc2018 amberieu scan ;20;site nouveau operationnelle ;8
2176;71;connexion to pc2018 amberieu scan ping failed profil pc2018 amberieu scan ;13;pb regler ;7
2180;71;connexion to pc2018 amberieu scan ping failed profil pc2018 amberieu scan ;21;lien operationnel connexion ok ;7
2198;72;ams monitoring alert node rt fr mouans sartoux ;1;service operationnel aucun maintenance curatif test correct validon bon fonctionnement service ;26
2207;72;ams monitoring alert node rt fr mouans sartoux ;15;service operationnel suite reboot equipement test correct validon bon fonctionnement service ;14
2211;72;ams monitoring alert node rt fr mouans sartoux ;22;service retablir suite redemarrage electrique routeur ;12
2204;72;ams monitoring alert node rt fr mouans sartoux ;10;clotur stabilite lien ;10
2215;72;ams monitoring alert node rt fr mouans sartoux ;27;2 equipement redemarrer electriquement system up time 0 day 8 hr 18 min 34 sec ;9
2235;73;back up hs ;15;service operationnel suite reboot equipement test correct validon bon fonctionnement service ;11
2236;73;back up hs ;18;lien operationnel ;7
2245;73;back up hs ;31;ticket doublon ;7
2246;73;back up hs ;35;situation nominal ;7
2247;73;back up hs ;37;resolu ;7
2263;74;am alert 10 189 0 206 configuration pb s sw alcatel critical synchrocmm is notsynchronized state ;11;we have been advised about the rfo  avoir flap of fiber link between 2 supplier backbone router lead to crash of vpl routing service were switched to backup router and are now normalized  ;16
